Sigla,Sexo,Ano,Total,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
,,2020,107530666,6761305,7187289,7709355,8264254,8412457,8412797,8512792,8776742,7917843,6981865,6424001,5875979,4931268,3909710,2896479,1973181,1335521,742051,505777
,,2021,108256605,6682491,7093293,7596985,8153865,8422289,8403721,8457859,8790872,8112050,7123493,6496128,5980290,5091476,4062213,3032847,2064037,1380605,777289,534802
,,2022,108954822,6606064,7002992,7487417,8041597,8410855,8398488,8424535,8738752,8313249,7284093,6569866,6065203,5253241,4214341,3170249,2169854,1422498,817147,564381
,,2023,109625162,6531492,6916122,7381439,7927743,8377712,8396441,8408238,8644590,8500088,7460079,6651785,6136621,5410120,4366575,3308876,2286743,1466174,859254,595070
,,2024,110267087,6458416,6832320,7279475,7813352,8322582,8396166,8397913,8547970,8641080,7645818,6750660,6204086,5552361,4519992,3449593,2408420,1519070,900033,627780
,,2025,110880288,6386644,6751286,7181721,7699555,8248511,8393100,8386776,8474608,8717778,7835496,6871579,6274483,5674396,4674688,3592772,2530790,1585449,937800,662856
,,2026,111463899,6316076,6672831,7087892,7587486,8138559,8403166,8378219,8420709,8732780,8028941,7012653,6347070,5777772,4830075,3737071,2654578,1663929,973683,700409
,,2027,112017572,6246804,6596711,6997720,7478189,8026679,8391955,8373445,8388251,8681949,8229275,7172346,6421160,5862359,4986966,3881124,2779471,1754539,1007684,740945
,,2028,112541548,6179026,6522441,6910981,7372457,7913204,8359053,8371801,8372695,8589334,8415371,7347144,6503218,5933879,5139183,4025361,2905631,1854136,1043384,783249
,,2029,113035388,6112784,6449662,6827300,7270726,7799206,8304215,8371875,8363031,8494233,8556060,7531520,6601828,6001551,5277395,4170770,3033779,1957711,1086060,825682
,,2030,113498624,6047843,6378204,6746366,7173182,7685790,8230472,8369108,8352513,8422220,8633043,7719790,6721984,6071991,5396287,4317425,3164209,2061997,1138687,867513
,,2031,113930763,5985865,6307794,6667893,7079446,7573922,8120701,8379227,8344406,8369372,8648823,7911741,6861813,6144475,5497361,4464761,3295717,2167611,1200143,909692
,,2032,114335350,5928343,6238675,6591801,6989435,7464891,8009130,8368190,8340082,8337818,8599433,8110567,7019900,6218464,5580670,4613557,3427098,2274327,1270319,952650
,,2033,114711070,5874449,6171063,6517569,6902824,7359412,7895982,8335537,8338810,8322996,8508675,8295349,7192736,6300210,5651612,4757982,3558744,2382256,1346912,997952
,,2034,115056688,5823417,6104961,6444800,6819250,7257914,7782304,8281002,8339218,8313983,8415472,8435314,7374994,6398037,5718906,4889354,3691534,2491945,1426404,1047879
,,2035,115371137,5774032,6040681,6373354,6738408,7160627,7669217,8207583,8336783,8304093,8345097,8512419,7561142,6516779,5788840,5002754,3825540,2603596,1506527,1103665
,,2036,115653121,5724559,5978914,6303111,6660180,7067288,7557924,8098553,8347437,8296768,8293780,8529243,7750995,6654648,5860764,5099691,3960239,2716264,1587821,1164942
,,2037,115901468,5672145,5921595,6234124,6584314,6977627,7449387,7987700,8336985,8293151,8263509,8481812,7947573,6810135,5934001,5180210,4096281,2828977,1670208,1231734
,,2038,116115430,5617057,5867883,6166612,6510291,6891342,7344370,7875231,8304928,8292537,8249746,8393605,8130334,6979910,6014613,5249314,4228410,2942058,1753752,1303437
,,2039,116294434,5559592,5817010,6100638,6437733,6808085,7243343,7762208,8251046,8293580,8241667,8302942,8269024,7158835,6110619,5315055,4348810,3056247,1838803,1379197
,,2040,116438018,5500101,5767796,6036499,6366461,6727537,7146459,7649713,8178346,8291763,8232673,8234725,8345993,7341555,6226670,5383190,4453097,3171589,1925444,1458407
,,2041,116545584,5438917,5718495,5974855,6296374,6649596,7053495,7538945,8070141,8302900,8226176,8185257,8363809,7527870,6360998,5453115,4542734,3287617,2012986,1541304
,,2042,116616790,5376404,5666239,5917623,6227559,6573996,6964233,7430943,7960074,8293045,8223327,8156438,8318616,7720653,6512048,5524197,4617895,3404844,2100713,1627943
,,2043,116651769,5312986,5611296,5864024,6160238,6500231,6878305,7326480,7848355,8261691,8223462,8143810,8233467,7899923,6676660,5602137,4683045,3518752,2188876,1718031
,,2044,116650559,5249088,5553963,5813277,6094449,6427914,6795395,7225974,7736004,8208556,8225189,8136756,8145915,8036259,6850027,5694517,4745226,3622714,2278058,1811278
,,2045,116613383,5185124,5494618,5764159,6030448,6356909,6715172,7129579,7624170,8136619,8224047,8128802,8080341,8112462,7027064,5805691,4809485,3713071,2368257,1907365
,,2046,116540572,5121575,5433593,5714921,5968958,6287072,6637547,7037074,7514088,8029387,8235751,8123304,8033110,8131121,7207543,5933870,4875286,3791264,2459077,2006031
,,2047,116432314,5058833,5371223,5662731,5911892,6218470,6562242,6948242,7406753,7920285,8226561,8121357,8006036,8088590,7394202,6077476,4942051,3857610,2550881,2106879
,,2048,116289048,4997108,5307935,5607883,5858411,6151358,6488765,6862704,7302938,7809499,8195969,8122306,7994726,8007259,7567798,6233581,5014963,3915784,2640112,2209949
,,2049,116111362,4936582,5244156,5550673,5807747,6085764,6416717,6780173,7203010,7698079,8143765,8124777,7988810,7923628,7699993,6397878,5100939,3971522,2721670,2315479
,,2050,115899884,4877390,5180292,5491424,5758737,6021940,6345977,6700306,7107156,7587173,8072911,8124357,7981996,7861315,7774327,6565673,5203886,4028957,2792805,2423262
,,2051,115655184,4819674,5116842,5430457,5709624,5960630,6276373,6623025,7015196,7477934,7967015,8136649,7977534,7816753,7793468,6736660,5322016,4087633,2854833,2532868
,,2052,115377838,4763500,5054218,5368135,5657562,5903727,6208000,6548042,6926843,7371381,7859204,8128196,7976547,7791680,7754095,6913417,5453736,4147031,2908222,2644302
,,2053,115068541,4708820,4992623,5304894,5602813,5850389,6141113,6474879,6841754,7268311,7749703,8098537,7978377,7781842,7677668,7077765,5596538,4211637,2955705,2755173
,,2054,114728062,4655577,4932211,5241170,5545694,5799864,6075725,6403129,6759692,7169123,7639517,8047473,7981635,7777210,7599138,7202981,5746740,4287439,3001442,2862302
,,2055,114357265,4603697,4873122,5177400,5486542,5751001,6012089,6332678,6680254,7074020,7529800,7977938,7981978,7771660,7541060,7273739,5900173,4377702,3048436,2963976
,,2056,113956892,4553096,4815497,5114066,5425673,5702025,5950974,6263333,6603390,6982738,7421736,7873834,7994803,7768366,7499930,7292790,6056475,4480693,3096312,3061161
,,2057,113527613,4503668,4759402,5051531,5363447,5650098,5894247,6195215,6528799,6895025,7316338,7767805,7987154,7768426,7477324,7257293,6217900,4594832,3144669,3154440
,,2058,113070164,4455296,4704793,4989992,5300301,5595490,5841066,6128576,6456008,6810573,7214373,7660046,7958627,7771149,7469219,7187425,6367832,4718089,3197078,3244231
,,2059,112585110,4407866,4651620,4929623,5236675,5538510,5790720,6063419,6384606,6729082,7116239,7551570,7909041,7775232,7466011,7115800,6482029,4847595,3258221,3331251
,,2060,112073027,4361277,4599805,4870565,5173013,5479478,5742031,6000010,6314497,6650184,7022123,7443520,7841245,7776439,7461914,7063380,6546745,4979937,3330602,3416262
,Total,2000,173448346,17314510,17273758,17518796,18097555,16346745,14468665,13436025,12497963,10779160,8928759,7105097,5445582,4513522,3493661,2696950,1759132,994067,493932,284467
,,2001,175885229,17333637,17252925,17402474,18119828,16738956,14751901,13572135,12699486,11103110,9245644,7404596,5652053,4611832,3589547,2756503,1832671,1031252,496283,290396
,,2002,178276128,17309347,17241043,17329890,18006076,17146912,15074831,13712393,12860762,11430728,9561223,7704810,5900595,4697462,3706117,2805444,1912831,1072847,507823,294994
,,2003,180619108,17240518,17236778,17291927,17806344,17525805,15429819,13870533,12994475,11748126,9876810,8006479,6179657,4787311,3833079,2853004,1993863,1119013,525567,300000
,,2004,182911487,17126610,17237068,17266480,17602425,17809769,15805016,14065051,13120828,12034508,10195079,8312316,6470614,4906585,3954731,2912039,2068284,1170440,547520,306124
,,2005,185150806,16975813,17230352,17240164,17447357,17960346,16188242,14306505,13254354,12278037,10516466,8623561,6761728,5069578,4063480,2989210,2133020,1226862,572304,313427
,,2006,187335137,16748883,17254039,17220180,17332309,17983683,16579582,14590689,13393467,12482076,10839702,8937019,7054866,5271797,4162692,3082622,2190158,1287905,600073,323395
,,2007,189462755,16518269,17234647,17209088,17260627,17871791,16986197,14913958,13536501,12646465,11166621,9249416,7349075,5513487,4250785,3194031,2239350,1354364,630986,337097
,,2008,191532439,16284481,17170904,17205581,17223245,17674357,17363699,15268717,13697042,12783678,11483586,9561999,7644993,5783963,4343115,3314471,2287859,1421793,665093,353863
,,2009,193543969,16049820,17062172,17206586,17198226,17472598,17646823,15643256,13893386,12913450,11770215,9877343,7945147,6065924,4462513,3430343,2345842,1484515,702752,373058
,,2010,195497797,15816957,16916587,17200577,17172257,17319107,17797553,16025477,14135911,13050164,12014841,10195824,8250688,6348447,4621978,3535046,2418507,1540149,743640,394087
,,2011,197397018,15587805,16695060,17225082,17153030,17205781,17822613,16415898,14420686,13192312,12220897,10516455,8558690,6633208,4817408,3631693,2504505,1590517,787832,417546
,,2012,199242462,15363958,16469622,17206777,17143273,17136273,17714321,16821840,14744294,13338350,12388253,10841091,8866088,6919282,5048950,3718984,2605448,1635653,836135,443870
,,2013,201032714,15147056,16240430,17144166,17141387,17101326,17521645,17199263,15099170,13501597,12528960,11156334,9174062,7207232,5306850,3810343,2713799,1680744,885459,472891
,,2014,202768562,14938133,16009509,17036612,17144248,17079105,17325091,17483642,15473785,13700143,12662331,11442231,9485114,7499452,5575432,3925728,2818329,1733123,931944,504610
,,2015,204450649,14737740,15779109,16892243,17140200,17056423,17176808,17637407,15856255,13944226,12802397,11687344,9799612,7797050,5844703,4076511,2913596,1796449,973943,538633
,,2016,206081432,14545488,15551873,16672044,17166564,17040654,17068601,17666798,16246942,14230010,12947682,11894903,10116412,8097251,6116344,4259166,3002421,1869824,1012885,575570
,,2017,207660929,14360778,15329961,16447927,17150098,17034257,17003793,17563875,16652990,14554024,13096707,12064747,10437153,8397098,6389645,4473931,3084038,1954490,1049081,616336
,,2018,209186802,14182966,15114823,16220015,17089362,17035512,16973092,17377213,17030859,14908841,13262537,12208578,10748841,8697681,6665075,4712250,3169590,2044693,1085738,659136
,,2019,210659013,14011332,14907522,15990363,16983733,17041319,16954854,17186554,17316692,15283177,13462945,12345155,11032142,9001331,6944755,4960344,3275690,2131881,1127421,701803
,,2020,212077375,13845258,14708594,15761172,16841311,17040111,16935971,17043597,17473250,15665301,13708027,12488105,11276016,9308355,7229599,5209414,3411743,2212046,1176296,743209
,,2021,213440458,13684541,14517525,15534788,16623017,17068581,16923258,16939759,17506233,16055346,13993809,12635859,11483451,9617564,7517010,5460931,3574724,2287583,1231832,784647
,,2022,214747509,13528622,14333818,15313372,16400447,17053920,16919166,16878260,17407692,16460310,14316876,12786967,11654298,9930456,7804232,5714314,3764731,2358190,1294967,826871
,,2023,215998724,13376432,14156987,15098723,16174019,16995118,16922538,16850436,17226018,16837386,14670172,12954362,11799936,10234695,8092297,5970010,3974631,2432504,1361753,870707
,,2024,217193093,13227251,13986325,14891859,15945805,16891549,16930314,16834793,17040165,17123463,15042635,13155430,11938419,10511746,8383370,6229791,4193005,2523248,1426443,917482
,,2025,218330014,13080689,13821219,14693367,15717986,16751282,16931005,16818332,16901400,17281684,15422795,13400074,12082892,10751046,8677688,6494438,4412524,2637518,1486408,967667
,,2026,219408552,12936538,13661389,14502730,15492977,16535635,16961101,16808024,16801408,17317777,15810822,13684429,12231912,10955553,8974099,6761620,4634545,2772874,1543578,1021541
,,2027,220428030,12794993,13506269,14319466,15272933,16315694,16948291,16806308,16743404,17223837,16213587,14005163,12384079,11125130,9274015,7028840,4858662,2929285,1598035,1080039
,,2028,221388185,12656486,13354843,14143062,15059598,16091849,16891484,16811842,16718640,17047576,16588846,14355374,12551911,11270592,9565761,7297004,5085164,3101226,1655710,1141217
,,2029,222288169,12521067,13206388,13972821,14853983,15866200,16790085,16821580,16705807,16867037,16874409,14724314,12752285,11409142,9831897,7568054,5315456,3279955,1725232,1202457
,,2030,223126917,12388311,13060538,13808096,14656646,15640863,16652108,16824134,16691976,16732938,17033914,15100814,12994816,11553270,10062488,7842140,5550102,3459893,1811290,1262580
,,2031,223904308,12261572,12916774,13648345,14466866,15417872,16438680,16855264,16683731,16636707,17072761,15484918,13275689,11701530,10260382,8118157,5787045,3642108,1911986,1323921
,,2032,224626629,12143939,12775605,13493350,14284508,15199907,16221151,16843734,16683896,16581845,16983383,15883582,13591840,11852814,10425744,8397420,6024149,3826318,2027081,1386363
,,2033,225291340,12033715,12637473,13342036,14108926,14988582,15999769,16788460,16691100,16559723,16812818,16255288,13936571,12019094,10568612,8669173,6262184,4012703,2152704,1452409
,,2034,225896169,11929335,12502414,13193660,13939423,14784873,15776573,16688868,16702358,16549248,16637972,16538991,14299605,12216618,10705014,8917478,6502853,4202249,2282994,1525643
,,2035,226438916,11828026,12371376,13047889,13775389,14589391,15553654,16552872,16706421,16537642,16508759,16698964,14670166,12454642,10846599,9133333,6746305,4395326,2414239,1607923
,,2036,226917266,11726815,12245142,12904522,13616605,14401683,15333484,16342484,16739353,16531891,16417021,16740742,15048319,12729500,10992096,9319566,6991589,4590417,2547386,1698651
,,2037,227329138,11619565,12127992,12763698,13462547,14221210,15118129,16127919,16729837,16534337,16365907,16656809,15440584,13038005,11140218,9476452,7239774,4785891,2682408,1797856
,,2038,227673003,11506824,12018192,12625874,13312095,14047421,14909232,15909391,16676759,16543633,16346853,16493257,15806494,13373829,11302384,9613097,7481399,4982382,2819390,1904497
,,2039,227947957,11389203,11914176,12491148,13164539,13879630,14707900,15688909,16579544,16556927,16339154,16325379,16086494,13727242,11494014,9743893,7702507,5181267,2958912,2017119
,,2040,228153204,11267417,11813256,12360437,13019512,13717223,14514616,15468574,16446050,16563004,16330262,16202110,16245849,14087975,11723912,9879277,7895309,5382602,3101112,2134707
,,2041,228287681,11142155,11712432,12234508,12876849,13559989,14328948,15250828,16238572,16597548,16326988,16115449,16290085,14455992,11988470,10018121,8062549,5585568,3244949,2257681
,,2042,228350924,11014162,11605542,12117606,12736720,13407370,14150490,15037848,16026837,16589902,16331692,16068387,16212032,14837457,12284471,10159211,8204729,5790979,3389292,2386197
,,2043,228343224,10884308,11493163,12008062,12599632,13258292,13978611,14831297,15811039,16538937,16343125,16052577,16056561,15193398,12606015,10313148,8329685,5991000,3534611,2519763
,,2044,228264820,10753466,11375894,11904342,12465611,13112061,13812624,14632150,15593141,16444066,16358374,16047755,15896880,15466372,12944170,10494214,8449660,6174224,3681914,2657902
,,2045,228116279,10622481,11254445,11803684,12335513,12968343,13651928,14440914,15375357,16313098,16366372,16041708,15780523,15622940,13289296,10710433,8573526,6334426,3831184,2800108
,,2046,227898165,10492339,11129519,11703045,12210170,12826916,13496274,14257215,15160126,16108775,16402468,16041099,15699652,15668711,13641306,10958236,8700284,6474217,3981766,2946047
,,2047,227611124,10363846,11001830,11596346,12093819,12687928,13345138,14080601,14949550,15900113,16396676,16048217,15657070,15597041,14006000,11234409,8828862,6594310,4134205,3095163
,,2048,227256259,10237433,10872281,11484188,11984767,12551950,13197508,13910397,14745284,15687311,16347910,16061823,15644667,15451077,14346277,11533618,8968671,6700935,4282622,3247540
,,2049,226834687,10113472,10741744,11367158,11881481,12418955,13052682,13746005,14548273,15472369,16255673,16078975,15642798,15301180,14607597,11848058,9132372,6803678,4418641,3403576
,,2050,226347688,9992242,10611029,11245918,11781255,12289837,12910300,13586846,14359020,15257503,16127682,16088836,15639650,15192846,14758459,12169057,9326963,6909475,4537819,3562951
,,2051,225796508,9874031,10481140,11121167,11681067,12165451,12770155,13432675,14177223,15045031,15927207,16126391,15641658,15118454,14804562,12496358,9548937,7017521,4642443,3725037
,,2052,225182233,9758973,10352904,10993644,11574839,12049970,12632412,13282950,14002390,14837066,15722308,16122543,15651080,15080630,14739995,12835215,9795119,7126896,4733432,3889867
,,2053,224506312,9646975,10226745,10864256,11463110,11941745,12497576,13136678,13833871,14635297,15513229,16076268,15666720,15071600,14605569,13151213,10061095,7245458,4815189,4053718
